p_val	avg_diff	pct.1	pct.2	p_val_adj	cluster	gene
MGP	0	2.90184272141084	0.512	0.032	0	5	MGP
TPM11	0	2.82778598235748	0.646	0.107	0	5	TPM1
IGFBP5	0	2.80022292793591	0.455	0.006	0	5	IGFBP5
CST32	0	2.75033326291978	0.835	0.246	0	5	CST3
SPARCL1	0	2.71151561626568	0.663	0.028	0	5	SPARCL1
SELM1	0	2.6367234713154	0.779	0.244	0	5	SELM
LAPTM4A1	0	2.48078317554448	0.8	0.385	0	5	LAPTM4A
NDUFA4L2	0	2.42199142955386	0.392	0.011	0	5	NDUFA4L2
CCL2	0	2.37559387798421	0.331	0.011	0	5	CCL2
TMEM176B	0	2.26385773236554	0.485	0.054	0	5	TMEM176B
CTSC2	0	2.18675020438441	0.504	0.154	0	5	CTSC
SOD3	0	2.16098160103591	0.582	0.008	0	5	SOD3
APOD	0	2.10465605079865	0.273	0.005	0	5	APOD
MFAP4	0	2.02324263530852	0.467	0.002	0	5	MFAP4
ITGB11	0	1.97285377178639	0.682	0.117	0	5	ITGB1
COL6A1	0	1.93502888061222	0.581	0.009	0	5	COL6A1
SERPINF1	0	1.91890196817773	0.506	0.008	0	5	SERPINF1
SERPING1	0	1.90543168285235	0.671	0.016	0	5	SERPING1
MFGE8	0	1.86842522720483	0.577	0.015	0	5	MFGE8
CAV1	0	1.86483033791923	0.577	0.038	0	5	CAV1
A2M	0	1.85165115226141	0.675	0.03	0	5	A2M
TUBA1A	0	1.80679712641295	0.612	0.147	0	5	TUBA1A
THY1	0	1.80074329319926	0.388	0.006	0	5	THY1
EID11	0	1.73018074462491	0.725	0.293	0	5	EID1
FRZB	0	1.72964830682171	0.433	0.005	0	5	FRZB
SKP11	0	1.67640488058056	0.804	0.512	0	5	SKP1
PRKCDBP	0	1.63802633825663	0.6	0.046	0	5	PRKCDBP
TMEM176A	0	1.61208775537683	0.442	0.041	0	5	TMEM176A
COL6A3	0	1.60486045384062	0.443	0.005	0	5	COL6A3
IFITM21	0	1.57528334789752	0.709	0.253	0	5	IFITM2
COL4A1	0	1.55553116745892	0.347	0.016	0	5	COL4A1
GSN1	0	1.53604968822928	0.62	0.097	0	5	GSN
MMP2	0	1.5360100526545	0.425	0.006	0	5	MMP2
FN1	0	1.52860168080927	0.348	0.006	0	5	FN1
CNN3	0	1.43665901571007	0.611	0.052	0	5	CNN3
PPP1R14A	0	1.38056109451605	0.502	0.011	0	5	PPP1R14A
TFPI	0	1.37853079013022	0.529	0.02	0	5	TFPI
FBLN1	0	1.37645888156291	0.346	0.003	0	5	FBLN1
SDC2	0	1.37120589601838	0.538	0.02	0	5	SDC2
PCOLCE	0	1.36207229876481	0.475	0.005	0	5	PCOLCE
MYLK	0	1.32569066651445	0.449	0.006	0	5	MYLK
NNMT	0	1.32398392008847	0.467	0.019	0	5	NNMT
COL4A2	0	1.30071122795065	0.417	0.018	0	5	COL4A2
SPON2	0	1.30024240985731	0.41	0.019	0	5	SPON2
MORF4L11	0	1.26517108611867	0.696	0.384	0	5	MORF4L1
TM4SF11	0	1.26396427769682	0.419	0.098	0	5	TM4SF1
COL5A2	0	1.25707511654914	0.442	0.003	0	5	COL5A2
PLAC9	0	1.25631663034819	0.535	0.007	0	5	PLAC9
BGN	0	1.25185205060746	0.426	0.004	0	5	BGN
NDUFA41	0	1.24598053714121	0.725	0.535	0	5	NDUFA4
COL18A1	0	1.21174755184783	0.465	0.022	0	5	COL18A1
DYNLL12	0	1.19167457746127	0.757	0.433	0	5	DYNLL1
COX7A1	0	1.18966115701202	0.556	0.015	0	5	COX7A1
PTN	0	1.18213957334038	0.339	0.001	0	5	PTN
LMNA1	0	1.1757205585026	0.595	0.222	0	5	LMNA
CFH	0	1.16106158796544	0.406	0.013	0	5	CFH
ZFP36L11	0	1.16020374303355	0.638	0.366	0	5	ZFP36L1
CYR61	0	1.15566708806144	0.347	0.018	0	5	CYR61
SRP141	0	1.11064302508045	0.816	0.601	0	5	SRP14
GPX3	0	1.10642010282334	0.453	0.016	0	5	GPX3
IFI271	0	1.10117116800051	0.701	0.2	0	5	IFI27
PTRF	0	1.10114739732881	0.522	0.024	0	5	PTRF
VCAN1	0	1.08883146095345	0.356	0.016	0	5	VCAN
SUMO21	0	1.08667493872263	0.752	0.509	0	5	SUMO2
HMGB11	0	1.06587172984357	0.824	0.595	0	5	HMGB1
ANXA52	0	1.04996485071385	0.562	0.2	0	5	ANXA5
S100A112	0	1.04958155435045	0.714	0.359	0	5	S100A11
S100A131	0	1.04221587009803	0.462	0.091	0	5	S100A13
POLR2L1	0	1.03742392563391	0.741	0.471	0	5	POLR2L
NUPR1	0	1.02911164227425	0.539	0.026	0	5	NUPR1
LGALS3BP1	0	1.02203741430877	0.558	0.119	0	5	LGALS3BP
IGFBP6	0	1.0124364525458	0.376	0.011	0	5	IGFBP6
PLAT	0	1.01117933029789	0.307	0.009	0	5	PLAT
PDLIM11	0	1.00309182048527	0.523	0.138	0	5	PDLIM1
PRSS23	0	0.998221733178003	0.308	0.046	0	5	PRSS23
PDGFRA	0	0.994250489324131	0.326	0.002	0	5	PDGFRA
FSTL1	0	0.993050637097711	0.439	0.008	0	5	FSTL1
CD591	0	0.989619370031356	0.593	0.265	0	5	CD59
CTSK	0	0.989519366674899	0.334	0.003	0	5	CTSK
NGFRAP11	0	0.988208862488431	0.534	0.079	0	5	NGFRAP1
SEPT72	0	0.98699105307901	0.622	0.304	0	5	SEPT7
MYH11	0	0.968266319307314	0.26	0.005	0	5	MYH11
CSRP2	0	0.967097204960019	0.321	0.01	0	5	CSRP2
EGR12	0	0.966467422774727	0.473	0.18	0	5	EGR1
CTGF	0	0.953023996563389	0.311	0.021	0	5	CTGF
CRIP12	0	0.952948547424755	0.43	0.247	0	5	CRIP1
CRIP2	0	0.946867335838887	0.45	0.064	0	5	CRIP2
TUBA1B2	0	0.920483354000541	0.58	0.356	0	5	TUBA1B
WBP51	0	0.918998905962925	0.524	0.105	0	5	WBP5
FLNA	0	0.904544269007441	0.462	0.058	0	5	FLNA
TSC22D11	0	0.862996999240281	0.486	0.113	0	5	TSC22D1
SH3BGRL1	0	0.860859872529024	0.566	0.255	0	5	SH3BGRL
TPM42	0	0.857562670627969	0.48	0.207	0	5	TPM4
PHLDA1	0	0.85688740041366	0.374	0.084	0	5	PHLDA1
ID32	0	0.84295350905905	0.451	0.202	0	5	ID3
TIMP3	0	0.835578186765776	0.324	0.017	0	5	TIMP3
IGFBP4	0	0.833287980554259	0.398	0.027	0	5	IGFBP4
MEG3	0	0.818699359752857	0.323	0.002	0	5	MEG3
FHL1	0	0.812129239951044	0.405	0.011	0	5	FHL1
RBP1	0	0.809514438110485	0.398	0.015	0	5	RBP1
AEBP1	0	0.802572907281125	0.425	0.006	0	5	AEBP1
F3	0	0.799761893632121	0.258	0.019	0	5	F3
LTBP4	0	0.791433392985392	0.417	0.032	0	5	LTBP4
SEPW11	0	0.784727085243591	0.57	0.206	0	5	SEPW1
SERPINH1	0	0.783397780185539	0.377	0.032	0	5	SERPINH1
BST21	0	0.77988218915597	0.529	0.242	0	5	BST2
RTN42	0	0.775186552251833	0.514	0.186	0	5	RTN4
TCF4	0	0.772236675594021	0.503	0.105	0	5	TCF4
MAP1B	0	0.754697158254232	0.341	0.01	0	5	MAP1B
C12orf572	0	0.747428716734689	0.607	0.3	0	5	C12orf57
EMILIN1	0	0.74447838434951	0.342	0.002	0	5	EMILIN1
TIMP2	0	0.735544696395004	0.412	0.026	0	5	TIMP2
LPP1	0	0.730151305314655	0.419	0.076	0	5	LPP
ACTN1	0	0.727691264421984	0.404	0.054	0	5	ACTN1
LHFP	0	0.719812778455774	0.397	0.006	0	5	LHFP
RHOC1	0	0.715678593432483	0.471	0.134	0	5	RHOC
COX4I2	0	0.70922293574257	0.262	0.002	0	5	COX4I2
CD1511	0	0.703813340081306	0.482	0.129	0	5	CD151
PSMA71	0	0.699386929625265	0.665	0.397	0	5	PSMA7
NID1	0	0.699321333685022	0.353	0.005	0	5	NID1
SEPP1	0	0.697897788781676	0.409	0.06	0	5	SEPP1
PPAP2A	0	0.696286896729543	0.328	0.041	0	5	PPAP2A
TPPP3	0	0.694847492005576	0.302	0.024	0	5	TPPP3
CD91	0	0.691072528573377	0.492	0.145	0	5	CD9
BMP4	0	0.685066063899401	0.29	0.003	0	5	BMP4
TUBB1	0	0.684701046608224	0.515	0.279	0	5	TUBB
NR2F2	0	0.682006150259364	0.364	0.036	0	5	NR2F2
STOM	0	0.662304918954495	0.407	0.06	0	5	STOM
SNX32	0	0.658687431351618	0.619	0.379	0	5	SNX3
NOTCH3	0	0.658606741348263	0.302	0.003	0	5	NOTCH3
LAMC1	0	0.647537966443652	0.36	0.015	0	5	LAMC1
PMP22	0	0.643016253907896	0.375	0.021	0	5	PMP22
YWHAQ1	0	0.636783786578313	0.533	0.255	0	5	YWHAQ
LAMA4	0	0.634530690805367	0.364	0.005	0	5	LAMA4
CALU1	0	0.631874375420561	0.385	0.114	0	5	CALU
HCFC1R1	0	0.629745485684987	0.4	0.074	0	5	HCFC1R1
NUCKS11	0	0.629738717540632	0.523	0.202	0	5	NUCKS1
SOX41	0	0.629203005785257	0.416	0.094	0	5	SOX4
SPRY1	0	0.628366791808837	0.388	0.064	0	5	SPRY1
FILIP1L	0	0.627367132652248	0.343	0.009	0	5	FILIP1L
APP1	0	0.619791471591918	0.473	0.104	0	5	APP
GNG11	0	0.615342980382573	0.389	0.029	0	5	GNG11
UQCR11.11	0	0.612497575411816	0.73	0.493	0	5	UQCR11.1
SOCS31	0	0.607485672185702	0.369	0.168	0	5	SOCS3
COL5A1	0	0.604771577686198	0.317	0.003	0	5	COL5A1
CCDC80	0	0.601426574389137	0.26	0.003	0	5	CCDC80
CAPZB2	0	0.601224654976603	0.511	0.254	0	5	CAPZB
TGFB1I1	0	0.597609467187484	0.36	0.009	0	5	TGFB1I1
SOD22	0	0.592567900175743	0.333	0.162	0	5	SOD2
PDGFRB	0	0.588373711613838	0.328	0.002	0	5	PDGFRB
TCEAL4	0	0.5883207540608	0.418	0.084	0	5	TCEAL4
IFI27L22	0	0.587146112536794	0.493	0.231	0	5	IFI27L2
AXL	0	0.586564771290561	0.338	0.007	0	5	AXL
MYH91	0	0.574116437644295	0.409	0.111	0	5	MYH9
CAV2	0	0.573543498553738	0.342	0.02	0	5	CAV2
PSMA41	0	0.570777511276847	0.539	0.297	0	5	PSMA4
RP11-14N7.2	0	0.570710992869869	0.348	0.024	0	5	RP11-14N7.2
AP2M11	0	0.569755877251565	0.469	0.188	0	5	AP2M1
C4orf33	0	0.568518483424437	0.558	0.339	0	5	C4orf3
PHPT12	0	0.565439734182664	0.542	0.288	0	5	PHPT1
CYB5R3	0	0.56491838376889	0.406	0.089	0	5	CYB5R3
IFITM1	0	0.564650189907523	0.391	0.091	0	5	IFITM1
MGST31	0	0.56056717002257	0.562	0.236	0	5	MGST3
PTMS	0	0.559763400785208	0.399	0.072	0	5	PTMS
TCEB21	0	0.558505136677652	0.749	0.506	0	5	TCEB2
MLTK	0	0.557912292974323	0.342	0.026	0	5	MLTK
BSG2	0	0.556951740816536	0.564	0.306	0	5	BSG
PKIG	0	0.553839083086838	0.393	0.069	0	5	PKIG
EHD2	0	0.551377525079456	0.351	0.009	0	5	EHD2
CLEC11A	0	0.545747968962046	0.323	0.01	0	5	CLEC11A
GGT5	0	0.543824454712718	0.304	0.004	0	5	GGT5
EFEMP2	0	0.543306218153594	0.328	0.005	0	5	EFEMP2
PDLIM7	0	0.542818942254816	0.331	0.037	0	5	PDLIM7
VAMP5	0	0.541217473933089	0.408	0.112	0	5	VAMP5
PKM2	0	0.537996139626652	0.505	0.291	0	5	PKM
ANXA13	0	0.534753150646587	0.403	0.161	0	5	ANXA1
OAZ2	0	0.534741388136886	0.364	0.096	0	5	OAZ2
BRK11	0	0.5330135910031	0.556	0.322	0	5	BRK1
EDIL3	0	0.531035137887888	0.295	0.003	0	5	EDIL3
LTBP1	0	0.529202747935052	0.268	0.006	0	5	LTBP1
NDUFS51	0	0.528620051365794	0.632	0.376	0	5	NDUFS5
GUK12	0	0.527940341621502	0.607	0.4	0	5	GUK1
ATP6AP22	0	0.527933764069447	0.451	0.182	0	5	ATP6AP2
RAB131	0	0.527659505137545	0.4	0.1	0	5	RAB13
F2R	0	0.520359059358927	0.278	0.018	0	5	F2R
IL6ST	0	0.518034114524132	0.342	0.055	0	5	IL6ST
ANXA21	0	0.515438925054818	0.584	0.27	0	5	ANXA2
DYNC1I21	0	0.512457882744052	0.446	0.15	0	5	DYNC1I2
NDUFB12	0	0.511458899554822	0.66	0.406	0	5	NDUFB1
ILK	0	0.504997158158682	0.353	0.078	0	5	ILK
ATOX13	0	0.502079550047935	0.483	0.235	0	5	ATOX1
APLP21	0	0.498851326465148	0.397	0.113	0	5	APLP2
PALLD	0	0.498036638406668	0.307	0.025	0	5	PALLD
ESD1	0	0.493722606253378	0.462	0.179	0	5	ESD
RAC12	0	0.493151170724302	0.533	0.272	0	5	RAC1
TCF21	0	0.492852227971811	0.252	0.001	0	5	TCF21
NEXN	0	0.491751009378517	0.318	0.003	0	5	NEXN
FXYD1	0	0.487226214329956	0.329	0.011	0	5	FXYD1
C11orf96	0	0.484409511712556	0.257	0.004	0	5	C11orf96
ECM1	0	0.483305670569209	0.291	0.005	0	5	ECM1
TMEM50A2	0	0.479459354462218	0.486	0.272	0	5	TMEM50A
CRISPLD2	0	0.471309154183086	0.29	0.006	0	5	CRISPLD2
AP2S12	0	0.470271246963661	0.42	0.217	0	5	AP2S1
MAGED2	0	0.469543149646155	0.364	0.125	0	5	MAGED2
CSRP1	0	0.468096471072931	0.299	0.061	0	5	CSRP1
TSPAN4	0	0.467108598144195	0.33	0.024	0	5	TSPAN4
MINOS11	0	0.467096033452679	0.548	0.273	0	5	MINOS1
ITGA1	0	0.4661017218925	0.251	0.023	0	5	ITGA1
CYGB	0	0.462022106409569	0.265	0.002	0	5	CYGB
RHOB1	0	0.45596849851833	0.382	0.185	0	5	RHOB
NEDD81	0	0.455682516889341	0.565	0.348	0	5	NEDD8
GRN2	0	0.454485275353897	0.4	0.176	0	5	GRN
NBL11	0	0.449366370222057	0.323	0.049	0	5	NBL1
NFIA	0	0.447544673767886	0.324	0.04	0	5	NFIA
EIF4G21	0	0.442782691260458	0.501	0.291	0	5	EIF4G2
CRYAB	0	0.43942633035645	0.264	0.002	0	5	CRYAB
CD991	0	0.437760551110122	0.444	0.231	0	5	CD99
TCEAL81	0	0.433663458736787	0.41	0.155	0	5	TCEAL8
DKK3	0	0.433346552871758	0.261	0.006	0	5	DKK3
NDUFA112	0	0.432308470307417	0.595	0.374	0	5	NDUFA11
EPHX1	0	0.431767067042416	0.313	0.041	0	5	EPHX1
ARID5B	0	0.423936457014978	0.357	0.135	0	5	ARID5B
ANXA6	0	0.421071305834828	0.354	0.14	0	5	ANXA6
VKORC12	0	0.4209539416375	0.401	0.163	0	5	VKORC1
RAB34	0	0.419669957734319	0.316	0.028	0	5	RAB34
LBH	0	0.418107790392003	0.252	0.061	0	5	LBH
SYNPO2	0	0.416907152078228	0.258	0.001	0	5	SYNPO2
PARK71	0	0.414605677202837	0.536	0.324	0	5	PARK7
EPAS1	0	0.413662317317619	0.291	0.032	0	5	EPAS1
QSOX11	0	0.412114047118767	0.266	0.079	0	5	QSOX1
CYBRD1	0	0.408174767711356	0.289	0.02	0	5	CYBRD1
ERH2	0	0.406386284294984	0.564	0.337	0	5	ERH
MRFAP11	0	0.406145662786402	0.417	0.176	0	5	MRFAP1
SEPT11	0	0.403118981666932	0.278	0.046	0	5	SEPT11
SGCE	0	0.4002343477183	0.289	0.008	0	5	SGCE
AP3S12	0	0.399715030289064	0.418	0.206	0	5	AP3S1
LEPROT1	0	0.399361342651297	0.35	0.091	0	5	LEPROT
RCN1	0	0.396564648837126	0.291	0.067	0	5	RCN1
PPIC1	0	0.393925359697818	0.308	0.068	0	5	PPIC
ADH51	0	0.39109184853368	0.329	0.089	0	5	ADH5
SHFM11	0	0.389649855989813	0.536	0.288	0	5	SHFM1
RBX11	0	0.388833094287105	0.522	0.31	0	5	RBX1
PPP1R12A	0	0.388402934241821	0.316	0.098	0	5	PPP1R12A
DPYSL2	0	0.387715100183072	0.303	0.032	0	5	DPYSL2
PEBP11	0	0.380688154355462	0.533	0.304	0	5	PEBP1
YBX31	0	0.380571112047353	0.33	0.088	0	5	YBX3
RAB2A2	0	0.379558471437418	0.452	0.236	0	5	RAB2A
DYNLT11	0	0.376223716076578	0.382	0.146	0	5	DYNLT1
ZEB21	0	0.375795046039544	0.296	0.045	0	5	ZEB2
RCN21	0	0.374907327246953	0.314	0.119	0	5	RCN2
XIST1	0	0.374401832418415	0.319	0.149	0	5	XIST
PRKAR1A1	0	0.373774725301943	0.381	0.166	0	5	PRKAR1A
SCPEP1	0	0.37368782114252	0.29	0.086	0	5	SCPEP1
KTN11	0	0.373666439227651	0.429	0.205	0	5	KTN1
NDUFB21	0	0.372726812410289	0.577	0.357	0	5	NDUFB2
RBPMS	0	0.370891619480023	0.291	0.02	0	5	RBPMS
SEPT21	0	0.369308391264978	0.368	0.151	0	5	SEPT2
SPTBN11	0	0.363556817956881	0.323	0.076	0	5	SPTBN1
SERPINB61	0	0.362782107692246	0.394	0.124	0	5	SERPINB6
SLC25A31	0	0.361863136844858	0.538	0.31	0	5	SLC25A3
HSBP11	0	0.360162335204495	0.432	0.186	0	5	HSBP1
PLS3	0	0.357894391867812	0.273	0.027	0	5	PLS3
CTSB2	0	0.356474492783403	0.33	0.122	0	5	CTSB
FHL21	0	0.356330762470783	0.261	0.063	0	5	FHL2
REXO21	0	0.355938731050492	0.342	0.128	0	5	REXO2
HES11	0	0.352222459034802	0.299	0.106	0	5	HES1
HIF1A1	0	0.351238806243136	0.3	0.134	0	5	HIF1A
NFIC1	0	0.350220534266032	0.297	0.059	0	5	NFIC
LIMS11	0	0.349752603909279	0.302	0.098	0	5	LIMS1
CBX6	0	0.349299059459356	0.273	0.052	0	5	CBX6
CD811	0	0.343459738303252	0.322	0.09	0	5	CD81
EMP21	0	0.343397938114555	0.306	0.057	0	5	EMP2
TNFRSF1A	0	0.340948915150998	0.295	0.059	0	5	TNFRSF1A
CARHSP11	0	0.340516595059643	0.332	0.124	0	5	CARHSP1
CLIC4	0	0.339221307762436	0.312	0.091	0	5	CLIC4
EPB41L2	0	0.33830076728157	0.265	0.024	0	5	EPB41L2
RAB7A2	0	0.336457998942672	0.413	0.216	0	5	RAB7A
NDFIP12	0	0.334132489107591	0.402	0.195	0	5	NDFIP1
RNH11	0	0.33094139629322	0.375	0.178	0	5	RNH1
C9orf3	0	0.328572847328411	0.259	0.022	0	5	C9orf3
SYPL11	0	0.32826496706765	0.42	0.205	0	5	SYPL1
FCGRT2	0	0.327851714677099	0.356	0.159	0	5	FCGRT
EPS8	0	0.327665235782124	0.263	0.035	0	5	EPS8
LAMB2	0	0.326718983129325	0.258	0.02	0	5	LAMB2
CHMP51	0	0.326073136130806	0.382	0.174	0	5	CHMP5
CLTA1	0	0.324077254408573	0.453	0.21	0	5	CLTA
SOD11	0	0.312164995913667	0.584	0.354	0	5	SOD1
DYNLRB12	0	0.307980259882783	0.428	0.24	0	5	DYNLRB1
WASF21	0	0.307685782072583	0.343	0.126	0	5	WASF2
ARL21	0	0.306580662690208	0.32	0.105	0	5	ARL2
SPTSSA1	0	0.299313822993065	0.325	0.136	0	5	SPTSSA
RDX	0	0.298781585947095	0.297	0.082	0	5	RDX
FAM127A	0	0.297208498936583	0.256	0.035	0	5	FAM127A
CTSL1	0	0.292528397422617	0.256	0.042	0	5	CTSL
COPS61	0	0.290291294461363	0.372	0.182	0	5	COPS6
CHURC11	0	0.28965616806797	0.368	0.179	0	5	CHURC1
DDAH2	0	0.287579265982394	0.279	0.08	0	5	DDAH2
PLD3	0	0.287533816071836	0.285	0.107	0	5	PLD3
RBMS1	0	0.287258159463065	0.256	0.049	0	5	RBMS1
CRTAP	0	0.286374899683225	0.268	0.061	0	5	CRTAP
H2AFJ1	0	0.285192067772765	0.359	0.151	0	5	H2AFJ
OAT1	0	0.284163082814228	0.325	0.114	0	5	OAT
ANAPC112	0	0.283965672391983	0.451	0.259	0	5	ANAPC11
GOLIM4	0	0.280186611648865	0.251	0.064	0	5	GOLIM4
MAP1LC3A	0	0.280117965384738	0.254	0.045	0	5	MAP1LC3A
SCARB2	0	0.277599754027846	0.259	0.068	0	5	SCARB2
DEK1	0	0.275009412379576	0.365	0.153	0	5	DEK
TBCB1	0	0.274801446532198	0.319	0.137	0	5	TBCB
RRAGA	0	0.269070750281143	0.268	0.076	0	5	RRAGA
LINC006571	0	0.267930400123817	0.301	0.113	0	5	LINC00657
GSTM31	0	0.265114531877154	0.281	0.069	0	5	GSTM3
SPATS2L1	0	0.263407359371497	0.292	0.087	0	5	SPATS2L
TMEM14C1	0	0.263018786566149	0.334	0.163	0	5	TMEM14C
CETN21	0	0.261825213720718	0.277	0.091	0	5	CETN2
RBPJ	0	0.258820304171487	0.291	0.115	0	5	RBPJ
DUT1	0	0.258359973788595	0.365	0.176	0	5	DUT
NME31	0	0.253542626335606	0.327	0.14	0	5	NME3
NDUFB72	0	0.252793554547215	0.507	0.304	0	5	NDUFB7
PSMB51	0	0.251506502531537	0.359	0.173	0	5	PSMB5
PSMC31	0	0.248294989234568	0.335	0.163	0	5	PSMC3
CAMLG1	0	0.246704822612714	0.326	0.156	0	5	CAMLG
TAX1BP31	0	0.243911125756581	0.272	0.088	0	5	TAX1BP3
NSRP1	0	0.242514906706645	0.273	0.102	0	5	NSRP1
DYNLT3	0	0.237718901355911	0.255	0.085	0	5	DYNLT3
NUDT4	0	0.237510990568531	0.251	0.089	0	5	NUDT4
ACTR101	0	0.235683403541664	0.28	0.109	0	5	ACTR10
CISD11	0	0.234542728953888	0.259	0.104	0	5	CISD1
DEGS1	0	0.230326469803603	0.254	0.108	0	5	DEGS1
ZNF428	0	0.229494008377807	0.28	0.113	0	5	ZNF428
NDUFC21	0	0.226895838044916	0.437	0.234	0	5	NDUFC2
AHNAK1	0	0.219262738394798	0.309	0.137	0	5	AHNAK
BNIP3L1	0	0.218904113992913	0.251	0.095	0	5	BNIP3L
GTF2H51	0	0.216668710267901	0.296	0.132	0	5	GTF2H5
HP1BP31	0	0.209901883117661	0.281	0.125	0	5	HP1BP3
CHD9	0	0.205544212951281	0.264	0.114	0	5	CHD9
SERINC31	0	0.204323874170265	0.258	0.109	0	5	SERINC3
COMT1	0	0.195379014965728	0.255	0.108	0	5	COMT
TIMM8B1	0	0.189609841094	0.351	0.174	0	5	TIMM8B
SLIRP1	0	0.172940300521331	0.486	0.265	0	5	SLIRP
ARPC1A1	0	0.168047657250625	0.281	0.116	0	5	ARPC1A
MDK1	0	0.166924661157554	0.261	0.105	0	5	MDK
LGALS31	0	0.0544662486516145	0.442	0.203	0	5	LGALS3
POLR2F1	7.52419004913529e-306	0.217876825729387	0.359	0.187	1.70272420811932e-301	5	POLR2F
RNASEH2C2	2.32227111753371e-305	0.252389623390767	0.343	0.177	5.25529953897878e-301	5	RNASEH2C
SSB1	1.40634148240469e-304	0.245217448771517	0.347	0.174	3.18255077468182e-300	5	SSB
SBDS1	2.40160337958705e-302	0.296801965559927	0.362	0.188	5.43482844800549e-298	5	SBDS
CTSA1	7.5454904031025e-300	0.240421987244147	0.293	0.139	1.7075444782221e-295	5	CTSA
ADI12	3.21035594635619e-299	0.228010519231231	0.324	0.166	7.26503550660406e-295	5	ADI1
GSTO12	9.56694376826001e-298	0.28343939368486	0.369	0.192	2.16499937475724e-293	5	GSTO1
C4orf48	3.67454339985105e-297	0.269505086415498	0.282	0.13	8.31549171386294e-293	5	C4orf48
RHOA2	2.34366159352293e-296	0.677399876578864	0.593	0.386	5.3037061861424e-292	5	RHOA
NDUFB102	1.40324612096013e-295	0.260942819653461	0.486	0.292	3.17554597173276e-291	5	NDUFB10
NDUFB42	5.99877592113387e-295	0.314713754557384	0.549	0.346	1.35752299095259e-290	5	NDUFB4
RGS101	7.3559314872916e-295	0.329967128266422	0.27	0.119	1.66464729557409e-290	5	RGS10
PSAP3	7.64077068479065e-295	0.438218347038958	0.555	0.351	1.72910640596812e-290	5	PSAP
MRPS211	8.51532678517864e-294	0.29679769883363	0.465	0.271	1.92701845148593e-289	5	MRPS21
MYL12B1	7.24443217362077e-292	0.550575093376505	0.665	0.426	1.63941500089038e-287	5	MYL12B
ANXA111	9.89486038319214e-291	0.224188969111287	0.35	0.18	2.23920690471638e-286	5	ANXA11
PPIB2	2.77043953809313e-289	0.524473938652808	0.63	0.423	6.26950467470475e-285	5	PPIB
RWDD12	1.432289301837e-288	0.281712652855957	0.417	0.237	3.24127069005712e-284	5	RWDD1
POLR2I2	2.14546545401057e-288	0.203593185644551	0.362	0.195	4.85518832242591e-284	5	POLR2I
GABARAPL22	1.38018782732218e-287	0.382119155229598	0.473	0.276	3.1233650532301e-283	5	GABARAPL2
MORF4L22	1.03907505620769e-285	0.415788305814843	0.452	0.27	2.35142685219801e-281	5	MORF4L2
WSB11	1.42721089608753e-284	0.282456780256538	0.367	0.19	3.22977825784607e-280	5	WSB1
ATP5I1	7.11855944174116e-284	0.214259110262826	0.735	0.503	1.61093000166603e-279	5	ATP5I
CAMTA11	2.73432348048248e-282	0.227963177797976	0.339	0.179	6.18777403633185e-278	5	CAMTA1
RAP1B3	2.91948201599162e-282	0.52516977250571	0.465	0.27	6.60678780218903e-278	5	RAP1B
C19orf701	3.71124347680162e-281	0.25208081812204	0.397	0.223	8.39854398800208e-277	5	C19orf70
UBE2E31	8.68883362311002e-281	0.191408796074892	0.251	0.115	1.9662830489098e-276	5	UBE2E3
NENF1	1.57225530895982e-280	0.182552183646649	0.27	0.13	3.55801376417608e-276	5	NENF
CCNI1	3.53159894489827e-279	0.814414040964923	0.65	0.447	7.99200841230478e-275	5	CCNI
FIS12	1.6140643267643e-278	0.242510420587433	0.423	0.245	3.6526275714676e-274	5	FIS1
EI241	4.09269503505148e-278	0.11857630929778	0.252	0.116	9.26176886432149e-274	5	EI24
CAPZA22	3.94780607923298e-277	0.341322343915698	0.432	0.246	8.93388515730423e-273	5	CAPZA2
HSPA1A3	2.37288553830375e-275	1.50179483056351	0.632	0.417	5.36983997318138e-271	5	HSPA1A
NAP1L12	9.34915189248957e-275	0.71538602578067	0.612	0.388	2.11571307327039e-270	5	NAP1L1
ASAH13	1.17790515591604e-274	0.269908497466735	0.347	0.186	2.66559936783799e-270	5	ASAH1
PRDX61	4.75932641084232e-273	0.295743903840048	0.418	0.241	1.07703556677362e-268	5	PRDX6
COX6C1	5.8771886492776e-271	0.298549948536013	0.703	0.479	1.33000779133152e-266	5	COX6C
ISG151	3.57070216325978e-269	0.459426968611945	0.37	0.198	8.08049899545689e-265	5	ISG15
FOS2	1.55657760366588e-267	2.28761367763399	0.801	0.623	3.52253511709589e-263	5	FOS
RTF11	7.71303710859373e-267	0.246392728144422	0.357	0.19	1.74546029767476e-262	5	RTF1
LY6E1	3.3604033225606e-266	0.321691750352725	0.382	0.204	7.60459271895465e-262	5	LY6E
HLA-A1	1.58169546825296e-265	2.98141903550646	0.881	0.781	3.57937684465645e-261	5	HLA-A
C11orf581	1.61611848688242e-265	0.461567559020608	0.528	0.332	3.65727613581492e-261	5	C11orf58
CTNNB11	4.14003706149866e-265	0.223032452491506	0.278	0.133	9.36890387017147e-261	5	CTNNB1
ATP5J3	2.12683725142796e-262	0.20110021294361	0.565	0.362	4.81303269998148e-258	5	ATP5J
ATP5H1	3.43964159402078e-261	0.188086878164328	0.414	0.239	7.78390892726903e-257	5	ATP5H
